"Sample","intercept","slope","sd_intercept","sd_Rank","tval_intercept","tval_Rank","pval_intercept","pval_Rank","rsquare","rsquare_adj","F_value","df_num","df_den","Biomol","Species","Site","Slide","Type","SdmWtr","Family","funct_trait","funct_category","funct_process","n"
"SynoFoet_2",0.545086944983713,0.0687237779377744,0.309943773556347,0.0499519620576774,1.75866396259326,1.37579736824796,0.116683943103225,0.206169363544561,0.1913,0.0902,1.8928,1,8,"43","SynoFoet","F",529804,"F","F16","Aulopiform","atzA","Organic Remediation","Herbicides related compound",394
"SynoFoet_3",0.833477001213637,0.0137838434897371,0.326993574908271,0.0526997863499676,2.54890941342638,0.261554067756587,0.0342327220904618,0.800273173881802,0.0085,-0.1155,0.0684,1,8,"44","SynoFoet","F",529804,"F","F17","Aulopiform","atzA","Organic Remediation","Herbicides related compound",394
"UrobJama_1",0.970129178870652,-0.00748506203998477,0.260201250223747,0.0419352285396819,3.72838015972804,-0.178491027726292,0.00580120923545945,0.862774622673273,0.004,-0.1205,0.0319,1,8,"29","UrobJama","F",529810,"F","F18","Rajiform","atzA","Organic Remediation","Herbicides related compound",394
"Wtr_A",0.898757834824768,-0.0311882496781634,0.125605867450115,0.0202432184815262,7.15538097917051,-1.54067643475891,9.65802573538594e-05,0.161962812005444,0.2288,0.1324,2.3737,1,8,"WA","Wtr","A",529804,"W","Wtr",NA,"atzA","Organic Remediation","Herbicides related compound",394
"Wtr_B",1.07762208905385,-0.044912236026729,0.197800946541376,0.0318785090057995,5.44801280224628,-1.4088562303387,0.000610142757074563,0.196538658080613,0.1988,0.0986,1.9849,1,8,"WB","Wtr","B",529804,"W","Wtr",NA,"atzA","Organic Remediation","Herbicides related compound",394
"Wtr_C",1.10503062594044,-0.0449090279382757,0.159636169908813,0.0257276983203158,6.92218202536213,-1.74555171547598,0.000121775738700294,0.119035453380491,0.2758,0.1853,3.047,1,8,"WC","Wtr","C",529804,"W","Wtr",NA,"atzA","Organic Remediation","Herbicides related compound",394
"AcanQuad_1",1.52937335303334,-0.0392130862817388,0.501868291317082,0.0808833988118967,3.04735999363442,-0.484810070518094,0.0158846187315711,0.640806874362435,0.0285,-0.0929,0.235,1,8,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","atzB","Organic Remediation","Herbicides related compound",181
"ArioFeli_2",1.3903779500867,0.0285559527932854,0.211982109360611,0.034164010337064,6.55894006470837,0.835848968301755,0.000176810700032029,0.427497191439701,0.0803,-0.0346,0.6986,1,8,"16","ArioFeli","F",529804,"F","F2","Siluriform","atzB","Organic Remediation","Herbicides related compound",181
"ChaeFabe_1",1.84400623187958,-0.0498622268450718,0.457123441342702,0.0707230244345697,4.03393496177577,-0.705035273077192,0.00497093132369458,0.503565323055257,0.0663,-0.0671,0.4971,1,7,"8","ChaeFabe","F",529804,"F","F3","Perciform","atzB","Organic Remediation","Herbicides related compound",181
"ChilShoe_1",1.76305780217558,-0.0323954489047606,0.524153738497147,0.0844750238321509,3.36362725796943,-0.383491444395793,0.0098784890463926,0.711345726679353,0.0181,-0.1047,0.1471,1,8,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","atzB","Organic Remediation","Herbicides related compound",181
"ChilShoe_2",2.27278168294989,-0.113288060328307,0.579706918295968,0.0997454160680335,3.92057022474506,-1.13577209654463,0.00574482901703034,0.293437739737381,0.1556,0.035,1.29,1,7,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","atzB","Organic Remediation","Herbicides related compound",181
"GimnMicr_1",1.79364540799007,-0.0161595494881406,0.900131190475405,0.145069276784117,1.99264887937364,-0.1113919490492,0.0814382605898594,0.91404960440197,0.0015,-0.1233,0.0124,1,8,"18","GimnMicr","F",529810,"F","F6","Rajiform","atzB","Organic Remediation","Herbicides related compound",181
"GimnMicr_2",1.93979400784973,-0.0572601447252656,0.255597112986281,0.041193204636587,7.58926415555346,-1.39003860540649,6.36874699817756e-05,0.201971362644292,0.1945,0.0939,1.9322,1,8,"19","GimnMicr","F",529810,"F","F7","Rajiform","atzB","Organic Remediation","Herbicides related compound",181
"HaemBona",1.63065626496771,-0.00544952766646619,0.580204671902628,0.0935084496907898,2.81048454784137,-0.0582784516745437,0.0228260130414709,0.95495624256558,4e-04,-0.1245,0.0034,1,8,"7","HaemBona","F",529810,"F","F8","Perciform","atzB","Organic Remediation","Herbicides related compound",181
"OpsaBeta_1",1.41925895462882,-0.0146053578421157,0.407872587916392,0.0657346195478979,3.47966251392151,-0.222186694660543,0.00832375368774814,0.829735794281905,0.0061,-0.1181,0.0494,1,8,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","atzB","Organic Remediation","Herbicides related compound",181
"OrthChry_2",1.27258757191969,0.0393473964063961,0.520716288800251,0.0839210286514628,2.44391734864253,0.468862179583284,0.0403174070784578,0.651679451412943,0.0267,-0.0949,0.2198,1,8,"39","OrthChry","F",529804,"F","F10","Perciform","atzB","Organic Remediation","Herbicides related compound",181
"PrioPunc_1",2.0766568723084,-0.0791220808578421,0.561339700814131,0.0965851195597166,3.69946552737415,-0.819195350365774,0.00766038551846489,0.439670667305595,0.0875,-0.0429,0.6711,1,7,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","atzB","Organic Remediation","Herbicides related compound",181
"Sdmt_A",1.57722155685185,-0.0186331325443041,0.470663242742509,0.0758542498649131,3.35106167981492,-0.245643883862636,0.0100644198478041,0.812142484362652,0.0075,-0.1166,0.0603,1,8,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"atzB","Organic Remediation","Herbicides related compound",181
"Sdmt_B",1.5427874598611,-0.0235976095769759,0.45401445068907,0.0731710540729243,3.39810210340126,-0.32249924339559,0.00938677513827735,0.755341403999523,0.0128,-0.1106,0.104,1,8,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"atzB","Organic Remediation","Herbicides related compound",181
"Sdmt_C",1.2233710611905,0.0441616254438521,0.321592289298944,0.0518292903541164,3.80410570122,0.852059234114994,0.00520613192389266,0.418956180895223,0.0832,-0.0314,0.726,1,8,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"atzB","Organic Remediation","Herbicides related compound",181
"SphoSpen_1",1.9809330670177,-0.0741060282136589,0.465182632537312,0.0749709695528692,4.25839859113573,-0.988462983147092,0.00276740047017528,0.351875652508064,0.1088,-0.0026,0.9771,1,8,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","atzB","Organic Remediation","Herbicides related compound",181
"SphoTest_1",1.99859613081781,-0.0910459352379105,0.492188963724034,0.0793234339217362,4.06062768188847,-1.1477810621227,0.00363027859076823,0.284221568681277,0.1414,0.0341,1.3174,1,8,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","atzB","Organic Remediation","Herbicides related compound",181
"SphoTest_2",1.78240967457212,-0.0467994875994322,0.479157973136302,0.0772232996298177,3.71987898459762,-0.606028074736163,0.00587242029074442,0.56129315976383,0.0439,-0.0756,0.3673,1,8,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","atzB","Organic Remediation","Herbicides related compound",181
"SphoTest_3",2.1024983693715,-0.109777956047941,0.572153868335495,0.0922109452121392,3.67470795135594,-1.19050895525892,0.00626678305264797,0.267971424903902,0.1505,0.0443,1.4173,1,8,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","atzB","Organic Remediation","Herbicides related compound",181
"SynoFoet_2",1.9892985280299,-0.0825551741231138,0.412187151491554,0.0674599579356528,4.82620217741227,-1.22376557367349,0.00190778640737871,0.260629734257266,0.1762,0.0586,1.4976,1,7,"43","SynoFoet","F",529804,"F","F16","Aulopiform","atzB","Organic Remediation","Herbicides related compound",181
"SynoFoet_3",1.43676505415317,-0.00469790598641072,0.35912313546654,0.057877933894347,4.00075882687607,-0.0811692068169968,0.0039455920650864,0.937301338503365,8e-04,-0.1241,0.0066,1,8,"44","SynoFoet","F",529804,"F","F17","Aulopiform","atzB","Organic Remediation","Herbicides related compound",181
"UrobJama_1",2.39403528106993,-0.129964610352997,0.478303043296228,0.0770855152102653,5.00526876135143,-1.68597965517249,0.00104592109213177,0.130286375911971,0.2622,0.1699,2.8425,1,8,"29","UrobJama","F",529810,"F","F18","Rajiform","atzB","Organic Remediation","Herbicides related compound",181
"Wtr_A",1.38812329031376,0.0355412928315149,0.490753254919389,0.079092048496849,2.82855646172286,0.449366194288555,0.0221994838978333,0.665092161202854,0.0246,-0.0973,0.2019,1,8,"WA","Wtr","A",529804,"W","Wtr",NA,"atzB","Organic Remediation","Herbicides related compound",181
"Wtr_B",1.20310636578761,0.0239468501218272,0.499252718932473,0.0804618611535791,2.40981434885353,0.297617402561934,0.0425205150463815,0.773577403589181,0.011,-0.1127,0.0886,1,8,"WB","Wtr","B",529804,"W","Wtr",NA,"atzB","Organic Remediation","Herbicides related compound",181
"Wtr_C",1.24855103895294,0.015586895918572,0.328074916446518,0.0528740603186625,3.80568881180063,0.294792868651142,0.00519441062672106,0.775657258086413,0.0107,-0.1129,0.0869,1,8,"WC","Wtr","C",529804,"W","Wtr",NA,"atzB","Organic Remediation","Herbicides related compound",181
"AcanQuad_1",0.893493759801509,0.105178067419237,0.675196627504694,0.108817789535155,1.3233089790504,0.966552140679702,0.222300300480289,0.362074702955636,0.1046,-0.0074,0.9342,1,8,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","atzC","Organic Remediation","Herbicides related compound",91
"ArioFeli_2",0.906942890359235,0.104242736292712,0.639809016309951,0.103114559586609,1.41752127156625,1.01094100300312,0.194080292503895,0.341640219945694,0.1133,0.0024,1.022,1,8,"16","ArioFeli","F",529804,"F","F2","Siluriform","atzC","Organic Remediation","Herbicides related compound",91
"ChaeFabe_1",1.27124613325667,0.028217417007062,0.540067280473607,0.0870397233448736,2.35386622967024,0.324190104502715,0.0464003735032718,0.754107914690806,0.013,-0.1104,0.1051,1,8,"8","ChaeFabe","F",529804,"F","F3","Perciform","atzC","Organic Remediation","Herbicides related compound",91
"ChilShoe_1",2.12678514446784,-0.0661713001672412,0.373555492256184,0.0583395664997983,5.69335798443916,-1.13424394690129,0.000740418856362067,0.294036412090057,0.1553,0.0346,1.2865,1,7,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","atzC","Organic Remediation","Herbicides related compound",91
"ChilShoe_2",1.22756743643874,0.204535313927097,0.730031347121236,0.144567748929609,1.68152702110596,1.41480596773135,0.143655496962924,0.206865634926185,0.2502,0.1252,2.0017,1,6,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","atzC","Organic Remediation","Herbicides related compound",91
"GimnMicr_1",1.93887319399062,-0.0114729452393487,0.864702609676219,0.132639325477323,2.24224279225504,-0.0864973129052157,0.0661427776294036,0.93388544816902,0.0012,-0.1652,0.0075,1,6,"18","GimnMicr","F",529810,"F","F6","Rajiform","atzC","Organic Remediation","Herbicides related compound",91
"GimnMicr_2",2.61879129534053,-0.0998941685568361,0.784972620271618,0.119017241538184,3.33615622725079,-0.839325187391337,0.0156863499050929,0.433448715231887,0.1051,-0.0441,0.7045,1,6,"19","GimnMicr","F",529810,"F","F7","Rajiform","atzC","Organic Remediation","Herbicides related compound",91
"HaemBona",2.73313412008524,-0.114265136573665,0.846792223688385,0.137594330808373,3.22763252144722,-0.830449451676917,0.0179638781372122,0.438073269540826,0.1031,-0.0464,0.6896,1,6,"7","HaemBona","F",529810,"F","F8","Perciform","atzC","Organic Remediation","Herbicides related compound",91
"OpsaBeta_1",1.39710633791752,0.0748624688912651,0.58834704632953,0.104209780418596,2.37462964526385,0.718382368627524,0.0551709480543148,0.499527218818593,0.0792,-0.0743,0.5161,1,6,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","atzC","Organic Remediation","Herbicides related compound",91
"OrthChry_2",1.03671920743128,0.14109432622692,0.609668874239968,0.099558510262998,1.70046274500021,1.4172000550651,0.139950219917247,0.206197570731457,0.2508,0.1259,2.0085,1,6,"39","OrthChry","F",529804,"F","F10","Perciform","atzC","Organic Remediation","Herbicides related compound",91
"PrioPunc_1",2.42019747177758,-0.101450306538893,1.02096351228653,0.163747629003857,2.37050339473675,-0.619552827458063,0.0554825524279278,0.558329728153048,0.0601,-0.0965,0.3838,1,6,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","atzC","Organic Remediation","Herbicides related compound",91
"Sdmt_A",1.30493217149343,0.0803292116561889,0.51455987299441,0.0803607510824604,2.53601619554893,0.999607526984919,0.0388896359195377,0.350793840215972,0.1249,-1e-04,0.9992,1,7,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"atzC","Organic Remediation","Herbicides related compound",91
"Sdmt_B",1.7740721908836,-0.0159979729644171,0.798599668367903,0.128705990366782,2.22147874730436,-0.124298588735665,0.0570503551956264,0.904145315804732,0.0019,-0.1228,0.0155,1,8,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"atzC","Organic Remediation","Herbicides related compound",91
"Sdmt_C",1.87758695724721,-0.0383721576031493,0.520118561972991,0.0838246962507388,3.60992107285091,-0.457766736050787,0.00688246372537991,0.659296692504359,0.0255,-0.0963,0.2096,1,8,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"atzC","Organic Remediation","Herbicides related compound",91
"SphoSpen_1",3.01399067631634,-0.225763535649623,0.64321160187217,0.0984712638265637,4.68584625579458,-2.29268445307311,0.0022453972292324,0.0555871588425849,0.4289,0.3473,5.2564,1,7,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","atzC","Organic Remediation","Herbicides related compound",91
"SphoTest_1",2.9083969200334,-0.136191672186688,0.939166321663044,0.145301414690098,3.09678579070351,-0.937304516113358,0.0174005443074137,0.37980539971687,0.1115,-0.0154,0.8785,1,7,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","atzC","Organic Remediation","Herbicides related compound",91
"SphoTest_2",1.38308408625109,0.0429937762284055,0.616954462207227,0.0954509910442052,2.24179282422716,0.450427761493794,0.0599191905074888,0.666021692688789,0.0282,-0.1107,0.2029,1,7,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","atzC","Organic Remediation","Herbicides related compound",91
"SphoTest_3",2.33095015320512,-0.0781333157940671,0.797474000437326,0.131325940109799,2.92291679970362,-0.594957216592104,0.0265304000443721,0.573609437831387,0.0557,-0.1017,0.354,1,6,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","atzC","Organic Remediation","Herbicides related compound",91
"SynoFoet_2",1.37712231532195,-0.0160081179854262,0.528737167316161,0.0849079550326873,2.60454986040067,-0.188534960938153,0.0351913314660677,0.855806744354828,0.0051,-0.1371,0.0355,1,7,"43","SynoFoet","F",529804,"F","F16","Aulopiform","atzC","Organic Remediation","Herbicides related compound",91
"SynoFoet_3",1.94406832156038,-0.00235043043623895,0.675677990015446,0.104536295179705,2.87721126081957,-0.0224843479692713,0.0237460045671709,0.98268910343192,1e-04,-0.1428,5e-04,1,7,"44","SynoFoet","F",529804,"F","F17","Aulopiform","atzC","Organic Remediation","Herbicides related compound",91
"UrobJama_1",1.20198681592293,0.0631422784863013,0.987000911212111,0.138596542760519,1.21781733154309,0.455583358925518,0.27762305895409,0.667791616104938,0.0399,-0.1522,0.2076,1,5,"29","UrobJama","F",529810,"F","F18","Rajiform","atzC","Organic Remediation","Herbicides related compound",91
"Wtr_A",1.95838628767538,0.0188332940139691,0.48140007924283,0.0751820613488258,4.06810545348398,0.250502495889111,0.00476059927085406,0.80939221449684,0.0089,-0.1327,0.0628,1,7,"WA","Wtr","A",529804,"W","Wtr",NA,"atzC","Organic Remediation","Herbicides related compound",91
"Wtr_B",1.46142324996498,0.0534804304866984,0.647539553179099,0.101751024253211,2.25688646012451,0.525600905535955,0.0648248387980704,0.618015544405783,0.044,-0.1153,0.2763,1,6,"WB","Wtr","B",529804,"W","Wtr",NA,"atzC","Organic Remediation","Herbicides related compound",91
"Wtr_C",1.39374426881595,0.0430729286917761,0.728932117217349,0.11159448401932,1.91203575188384,0.385977219844656,0.0974652404671289,0.710976344854669,0.0208,-0.119,0.149,1,7,"WC","Wtr","C",529804,"W","Wtr",NA,"atzC","Organic Remediation","Herbicides related compound",91
"Sdmt_A",2.58181492383161,-0.0321702776936297,0.88917668251272,0.141777622429652,2.90360169649937,-0.226906595993964,0.0439589575352166,0.831621131771245,0.0127,-0.2341,0.0515,1,4,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"atzD","Organic Remediation","Herbicides related compound",26
"Sdmt_B",3.315896278683,0.0545058507107961,2.00750435239481,0.371505347814719,1.6517504805045,0.146716194077453,0.197153089573785,0.89266076140816,0.0071,-0.3238,0.0215,1,3,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"atzD","Organic Remediation","Herbicides related compound",26
"Sdmt_C",1.82588559384744,-0.000359099489371397,0.00547044972291821,0.000929109688155444,333.772484225195,-0.386498487691281,4.83418356041328e-10,0.718807182949626,0.036,-0.205,0.1494,1,4,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"atzD","Organic Remediation","Herbicides related compound",26
"SphoTest_1",2.67747739088882,-0.000248065199129614,0.0115233155361243,0.00204344942788188,232.353039582682,-0.12139532094354,1.75791030807993e-07,0.911052625186514,0.0049,-0.3268,0.0147,1,3,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","atzD","Organic Remediation","Herbicides related compound",26
"SphoTest_2",1.27392330698917,0.171407071403024,0.508130894948913,0.0880737850250076,2.50707705367384,1.94617582694277,0.0540206144755646,0.109203610746247,0.431,0.3172,3.7876,1,5,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","atzD","Organic Remediation","Herbicides related compound",26
"SynoFoet_2",2.25728889694701,-5.99115479412518e-05,0.00686422046689682,0.00100661812834095,328.848542647041,-0.0595176524785966,9.24702715485104e-06,0.957951885153182,0.0018,-0.4973,0.0035,1,2,"43","SynoFoet","F",529804,"F","F16","Aulopiform","atzD","Organic Remediation","Herbicides related compound",26
"Wtr_A",1.5651670826019,0.120746794777004,0.622918713442777,0.121006427952949,2.51263455218974,0.997854385255911,0.0658719607373165,0.374823120976877,0.1993,-9e-04,0.9957,1,4,"WA","Wtr","A",529804,"W","Wtr",NA,"atzD","Organic Remediation","Herbicides related compound",26
"Wtr_B",1.71745546001526,0.0921173246706069,1.10877943988102,0.163480609560388,1.54896041380381,0.563475539504761,0.261501534189898,0.629861076285773,0.137,-0.2945,0.3175,1,2,"WB","Wtr","B",529804,"W","Wtr",NA,"atzD","Organic Remediation","Herbicides related compound",26
"Wtr_C",2.33067238135758,-0.00192180121384961,1.44023751156252,0.220922349398623,1.61825557426915,-0.00869898957294717,0.247017588432406,0.993849001847626,0,-0.4999,1e-04,1,2,"WC","Wtr","C",529804,"W","Wtr",NA,"atzD","Organic Remediation","Herbicides related compound",26
