"Sample","intercept","slope","sd_intercept","sd_Rank","tval_intercept","tval_Rank","pval_intercept","pval_Rank","rsquare","rsquare_adj","F_value","df_num","df_den","Biomol","Species","Site","Slide","Type","SdmWtr","Family","funct_trait","funct_category","funct_process","n"
"GimnMicr_2",1.20576515804462,0.00811120270328064,0.111632656235885,0.0336585122804691,10.8011866661739,0.240985181866975,0.0016975201043055,0.825097599162834,0.019,-0.308,0.0581,1,3,"19","GimnMicr","F",529810,"F","F7","Rajiform","CopA","Metal Resistance","Copper",1378
"HaemBona",1.13785997858925,0.0307662362971687,0.236922369973502,0.0714347823312611,4.80267008436774,0.43068985854115,0.017182084040066,0.69576236135887,0.0582,-0.2557,0.1855,1,3,"7","HaemBona","F",529810,"F","F8","Perciform","CopA","Metal Resistance","Copper",1378
"OpsaBeta_1",1.26056461964822,-0.00816759462128444,0.187430029140768,0.0565122801004823,6.72552112074574,-0.144527784169422,0.0067106488443104,0.894246968744083,0.0069,-0.3241,0.0209,1,3,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","CopA","Metal Resistance","Copper",1378
"OrthChry_2",1.17478398334283,0.0232697605889131,0.170661070060292,0.0514562487009585,6.8837256377673,0.452224193880648,0.00627988794258163,0.68180489661417,0.0638,-0.2482,0.2045,1,3,"39","OrthChry","F",529804,"F","F10","Perciform","CopA","Metal Resistance","Copper",1378
"PrioPunc_1",1.45915468542133,-0.0309772598850051,0.0991166889376713,0.0298848061516932,14.7215842363228,-1.0365554900295,0.000679891690914918,0.376161196038601,0.2637,0.0183,1.0744,1,3,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","CopA","Metal Resistance","Copper",1378
"Sdmt_A",1.17497213582879,0.00745284976370042,0.112638457150187,0.0339617726665177,10.4313585746486,0.219448196561543,0.00188045659923626,0.84038429170992,0.0158,-0.3123,0.0482,1,3,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"CopA","Metal Resistance","Copper",1378
"Sdmt_B",1.06059616942986,0.065052627773225,0.0628995767844516,0.0189649359696523,16.861737767559,3.430152776541,0.000454246867656574,0.0415334141051421,0.7968,0.7291,11.7659,1,3,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"CopA","Metal Resistance","Copper",1378
"Sdmt_C",1.00044505582418,0.0839442486123584,0.0971385739240548,0.0292883820342083,10.299153213906,2.86612789038033,0.00195217907037006,0.0642536045011159,0.7325,0.6433,8.2147,1,3,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"CopA","Metal Resistance","Copper",1378
"SphoSpen_1",0.949132752569,0.0936911281865923,0.228876645085471,0.0690089050021678,4.14691832019191,1.35766721966751,0.025474561959854,0.267667427787462,0.3806,0.1741,1.8433,1,3,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","CopA","Metal Resistance","Copper",1378
"SphoTest_1",0.840968395573992,0.118389852546073,0.166204278118336,0.0501124753700361,5.0598480682623,2.36248262876397,0.0148980077731262,0.0991765766992763,0.6504,0.5339,5.5813,1,3,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","CopA","Metal Resistance","Copper",1378
"SphoTest_2",1.18884671624644,0.00731512552496249,0.0856396243722263,0.0258213182936046,13.8819702323682,0.283297910733485,0.000809213853522415,0.795373242295051,0.0261,-0.2986,0.0803,1,3,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","CopA","Metal Resistance","Copper",1378
"SphoTest_3",1.22837651559625,0.0249227007789601,0.0906116723673921,0.0273204471699322,13.5564931482083,0.912236195254851,0.000868132764185602,0.428906387017836,0.2172,-0.0438,0.8322,1,3,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","CopA","Metal Resistance","Copper",1378
"SynoFoet_2",1.02772761853232,0.0676010847061203,0.183673574005663,0.0553796662618508,5.59540273605518,1.22068421984494,0.0112762439358524,0.309397614230239,0.3319,0.1091,1.4901,1,3,"43","SynoFoet","F",529804,"F","F16","Aulopiform","CopA","Metal Resistance","Copper",1378
"SynoFoet_3",1.08492976282539,0.0545970440764156,0.130747584149522,0.0394218798972168,8.29789529101105,1.38494268205282,0.00366702605487589,0.260091182842001,0.39,0.1867,1.9181,1,3,"44","SynoFoet","F",529804,"F","F17","Aulopiform","CopA","Metal Resistance","Copper",1378
"UrobJama_1",1.17652815479054,0.0323090373847671,0.081710537630788,0.0246366540672308,14.3987322676388,1.31142148185379,0.000726118965275211,0.281053853865038,0.3644,0.1525,1.7198,1,3,"29","UrobJama","F",529810,"F","F18","Rajiform","CopA","Metal Resistance","Copper",1378
"Wtr_A",1.03740724764037,0.0576844313129784,0.246938911249111,0.0744548831592884,4.20106836299217,0.774756857647182,0.0246154936669278,0.494943577162717,0.1667,-0.111,0.6002,1,3,"WA","Wtr","A",529804,"W","Wtr",NA,"CopA","Metal Resistance","Copper",1378
"Wtr_B",1.08767002699795,0.0616490545598835,0.16502610997724,0.0497572443096755,6.59089659901672,1.23899656050477,0.00710833381711614,0.303447772044143,0.3385,0.118,1.5351,1,3,"WB","Wtr","B",529804,"W","Wtr",NA,"CopA","Metal Resistance","Copper",1378
"Wtr_C",0.934607124813245,0.100796947005186,0.13417130629874,0.0404541709658881,6.96577495289707,2.49163299107477,0.00607077250833696,0.088356545016169,0.6742,0.5656,6.2082,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"CopA","Metal Resistance","Copper",1378
"AcanQuad_1",1.24924622986361,-0.150028249997251,0.458553467401713,0.138259072517086,2.72431966754537,-1.08512408817664,0.0722856798675841,0.357279292461452,0.2819,0.0425,1.1775,1,3,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","CorC","Metal Resistance","Cobalt",61
"ArioFeli_2",2.25951867718611,-0.39934746967642,0.81053570329828,0.244385709729748,2.78768556152621,-1.6340868298643,0.0685506758686955,0.200751036536583,0.4709,0.2946,2.6702,1,3,"16","ArioFeli","F",529804,"F","F2","Siluriform","CorC","Metal Resistance","Cobalt",61
"ChaeFabe_1",0.709539306005772,-0.000235366866329264,0.335772952859133,0.101239354489403,2.11315205695988,-0.00232485546274299,0.124992244709501,0.998290988726974,0,-0.3333,0,1,3,"8","ChaeFabe","F",529804,"F","F3","Perciform","CorC","Metal Resistance","Cobalt",61
"ChilShoe_1",0.575891918526051,0.0959819864210085,0.359535779419027,0.115143601170484,1.6017652525616,0.833585066345944,0.250369119272972,0.492213098214831,0.2578,-0.1132,0.6949,1,2,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","CorC","Metal Resistance","Cobalt",61
"GimnMicr_1",0.751761492733904,0.125220584700077,0.74563478658172,0.238794243576362,1.0082167654493,0.524386948465255,0.419500065821746,0.652333438069644,0.1209,-0.3187,0.275,1,2,"18","GimnMicr","F",529810,"F","F6","Rajiform","CorC","Metal Resistance","Cobalt",61
"GimnMicr_2",0.983561262222531,-0.0635564765445491,0.387254687390249,0.114195177277943,2.53983048946639,-0.556560075999157,0.126309949216283,0.633791260423974,0.1341,-0.2988,0.3098,1,2,"19","GimnMicr","F",529810,"F","F7","Rajiform","CorC","Metal Resistance","Cobalt",61
"OpsaBeta_1",0.585403064523552,-0.000374718396689677,0.00169103287504355,0.000460240853569813,346.180771032306,-0.814178910418775,8.34427641861905e-06,0.501065591489019,0.2489,-0.1266,0.6629,1,2,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","CorC","Metal Resistance","Cobalt",61
"OrthChry_2",0.884936051693275,-0.0886081779936135,0.448961028901436,0.135366843487088,1.97107542687753,-0.65457815009231,0.143296655924694,0.559446849518109,0.125,-0.1667,0.4285,1,3,"39","OrthChry","F",529804,"F","F10","Perciform","CorC","Metal Resistance","Cobalt",61
"Sdmt_A",0.35059399323269,0.0873331599348441,0.236451497693446,0.071292808996977,1.48273111675202,1.22499255063084,0.234770141368723,0.307987100028037,0.3334,0.1112,1.5006,1,3,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"CorC","Metal Resistance","Cobalt",61
"Sdmt_B",0.0389779034885076,0.304459942622866,0.464256182436726,0.136901679390951,0.0839577478191578,2.22393139351795,0.940737249678107,0.156164030479949,0.7121,0.5681,4.9459,1,2,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"CorC","Metal Resistance","Cobalt",61
"Sdmt_C",0.356105358677162,0.188444423135265,0.47584949107443,0.152393800989678,0.74835712837079,1.23656226113836,0.532280301883972,0.341759115967812,0.4333,0.1499,1.5291,1,2,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"CorC","Metal Resistance","Cobalt",61
"SphoSpen_1",1.69815568385455,-0.212427094622097,0.497783226486567,0.150087289926222,3.41143613022159,-1.41535698810019,0.0421063202441154,0.251913098256433,0.4004,0.2005,2.0032,1,3,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","CorC","Metal Resistance","Cobalt",61
"SphoTest_2",0.495198467095136,0.0704287228839418,0.269942262950991,0.0813906546607174,1.83446067941218,0.865317070829923,0.163939513343725,0.450518212294627,0.1997,-0.067,0.7488,1,3,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","CorC","Metal Resistance","Cobalt",61
"SphoTest_3",0.684890027629735,-0.000149006939850884,0.307906073892559,0.0928371743430056,2.22434724645517,-0.00160503527714391,0.11258675245968,0.998820130906831,0,-0.3333,0,1,3,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","CorC","Metal Resistance","Cobalt",61
"SynoFoet_2",0.960922586051943,-6.99082528721921e-05,1.01433495112141,0.370382755730065,0.947342477935499,-0.000188745971000716,0.443457347433509,0.999866536445172,0,-0.5,0,1,2,"43","SynoFoet","F",529804,"F","F16","Aulopiform","CorC","Metal Resistance","Cobalt",61
"SynoFoet_3",0.699111543334701,-0.000409662130229609,0.331018701661959,0.0998058938184828,2.11200013722682,-0.0041045885624216,0.125129077428397,0.996982706925453,0,-0.3333,0,1,3,"44","SynoFoet","F",529804,"F","F17","Aulopiform","CorC","Metal Resistance","Cobalt",61
"UrobJama_1",0.849418576311166,-0.0565788123268389,0.409802192618143,0.149638603341356,2.07275263922919,-0.378103050038305,0.173953206667575,0.741712758435135,0.0667,-0.3999,0.143,1,2,"29","UrobJama","F",529810,"F","F18","Rajiform","CorC","Metal Resistance","Cobalt",61
"Wtr_A",0.231313220638547,0.153932065362292,0.490686969650156,0.133548077675046,0.471406894712256,1.15263407787003,0.683770800756953,0.368224305824515,0.3991,0.0987,1.3286,1,2,"WA","Wtr","A",529804,"W","Wtr",NA,"CorC","Metal Resistance","Cobalt",61
"Wtr_B",-0.0774922248112286,0.233030133248577,0.629528105767259,0.176303133768354,-0.123095734886661,1.32175831630285,0.913286035934081,0.317177859744428,0.4662,0.1994,1.747,1,2,"WB","Wtr","B",529804,"W","Wtr",NA,"CorC","Metal Resistance","Cobalt",61
"Wtr_C",0.793449984511904,-0.000603128851115087,0.479049568580876,0.144438879542217,1.65630038424291,-0.00417566830362182,0.196238119949232,0.996930456435604,0,-0.3333,0,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"CorC","Metal Resistance","Cobalt",61
"AcanQuad_1",0.562594589454817,0.0871550386892836,0.242549390570349,0.0731313928773829,2.31950526914082,1.19175958859985,0.103130784688784,0.319039967896914,0.3213,0.0951,1.4203,1,3,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"ArioFeli_2",1.05013096795868,-0.0776901283066088,0.300709591243075,0.0906673531831291,3.49217650031596,-0.856869927036372,0.0397044023626761,0.454510435596319,0.1966,-0.0712,0.7342,1,3,"16","ArioFeli","F",529804,"F","F2","Siluriform","CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"ChaeFabe_1",0.748615453215473,0.0374998750581162,0.359873615284993,0.108505977622639,2.08021766925765,0.345601927928181,0.128975744187539,0.752456615632723,0.0383,-0.2823,0.1194,1,3,"8","ChaeFabe","F",529804,"F","F3","Perciform","CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"ChilShoe_1",0.448279260642505,0.139754067216139,0.141163126254064,0.0425622840016634,3.17561159587594,3.28351897681706,0.0502632435551098,0.0463030642708509,0.7823,0.7098,10.7815,1,3,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"ChilShoe_2",0.6031972304246,0.15079930760615,0.338599577433397,0.102091613865406,1.78144708566049,1.47709789175199,0.172866270601566,0.236153677386641,0.4211,0.2281,2.1818,1,3,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"GimnMicr_1",1.30276002668637,-0.110006071091782,0.229076694886956,0.0690692222867962,5.68700376670463,-1.59269306138998,0.0107764006740707,0.209475145490787,0.4582,0.2775,2.5367,1,3,"18","GimnMicr","F",529810,"F","F6","Rajiform","CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"GimnMicr_2",1.26954752944112,-0.0635933209531132,0.349745542300835,0.105452248719204,3.62991768555298,-0.603053246616374,0.0359955244620554,0.589013892594294,0.1081,-0.1892,0.3637,1,3,"19","GimnMicr","F",529810,"F","F7","Rajiform","CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"HaemBona",0.937430362780283,0.0438139980408875,0.253438717986452,0.0764146486281597,3.69884432113642,0.573371713767738,0.0343054419407657,0.606553537490744,0.0988,-0.2017,0.3288,1,3,"7","HaemBona","F",529810,"F","F8","Perciform","CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"OpsaBeta_1",0.599555483650923,0.101931250120845,0.215145450939705,0.0648687941926199,2.78674487902116,1.57134491845452,0.0686043443273595,0.214139564127465,0.4515,0.2686,2.4691,1,3,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"OrthChry_2",0.475347286642901,0.121495962455759,0.276883164044164,0.0834834150819013,1.71677930756051,1.45533052686652,0.184521544766682,0.241584052538905,0.4138,0.2184,2.118,1,3,"39","OrthChry","F",529804,"F","F10","Perciform","CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"PrioPunc_1",0.775951413020543,0.0613561673206042,0.408569214556142,0.123188253233903,1.89919207168733,0.498068328025599,0.153753938296545,0.652658609058033,0.0764,-0.2315,0.2481,1,3,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"Sdmt_A",1.26981439991926,-0.153434916775315,0.277719823298613,0.0889415251597639,4.57228578369759,-1.72512126928005,0.0446540628569314,0.226647399574463,0.5981,0.3971,2.976,1,2,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"Sdmt_B",0.87786099964902,-0.0765993654209224,0.246582379566255,0.0743473848122061,3.56011245082962,-1.03028997744042,0.0378171289602837,0.378666123292208,0.2614,0.0151,1.0615,1,3,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"Sdmt_C",0.807342601081502,-0.0488673569587228,0.290401979889263,0.0875594914244564,2.78008642155043,-0.558104623082284,0.068985725791053,0.615716889366393,0.0941,-0.2079,0.3115,1,3,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"SphoSpen_1",0.597144086040617,0.119215189936589,0.415509380550435,0.125280792014435,1.43713743658342,0.951583942116619,0.246227045786943,0.41151050272589,0.2319,-0.0242,0.9055,1,3,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"SphoTest_1",0.642003029209377,0.0709060187457908,0.568047700150504,0.171272825856685,1.13019211069648,0.413994563300559,0.340589881276142,0.706696188006216,0.054,-0.2613,0.1714,1,3,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"SphoTest_2",0.433867219275038,0.09685500284145,0.231753000029354,0.0698761586487809,1.87211047632645,1.3860951247803,0.157923101640833,0.259776160950461,0.3904,0.1872,1.9213,1,3,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"SphoTest_3",1.02763246483167,-0.0572156903704045,0.460863419898141,0.138955549400195,2.22979828830588,-0.411755346349084,0.112017556052485,0.70816999960623,0.0535,-0.262,0.1695,1,3,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"SynoFoet_2",1.08726312117442,-0.0734507394790989,0.522971575065884,0.157681862774066,2.07900997494452,-0.465816031006323,0.129124665985106,0.673081847324665,0.0674,-0.2434,0.217,1,3,"43","SynoFoet","F",529804,"F","F16","Aulopiform","CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"SynoFoet_3",0.462190160498519,0.111792212400974,0.347057338350585,0.104641724731665,1.33174005971207,1.06833304485037,0.275087182990858,0.363700596247189,0.2756,0.0341,1.1413,1,3,"44","SynoFoet","F",529804,"F","F17","Aulopiform","CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"UrobJama_1",1.16135161560887,-0.05679902901741,0.583548744885266,0.175946566697023,1.99015356606963,-0.322819763316081,0.140662937524194,0.768022827668132,0.0336,-0.2886,0.1042,1,3,"29","UrobJama","F",529810,"F","F18","Rajiform","CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"Wtr_A",0.616548637509221,-0.038646311033811,0.194887147047933,0.0587606857473466,3.16361877552438,-0.657689925539307,0.0507293990578924,0.557697476814099,0.126,-0.1653,0.4326,1,3,"WA","Wtr","A",529804,"W","Wtr",NA,"CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"Wtr_B",0.738610880323381,-0.000186129495696328,0.196449372640542,0.059231714486308,3.75980269315938,-0.00314239588218156,0.0328944939811173,0.997690013534686,0,-0.3333,0,1,3,"WB","Wtr","B",529804,"W","Wtr",NA,"CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"Wtr_C",0.793077727351609,-0.000502836376837484,0.223456168302658,0.0673745697591296,3.54914224733967,-0.00746329629465792,0.0381140166512045,0.994513760038344,0,-0.3333,1e-04,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"CprA","Organic Remediation","Tetrachloroethene and trichloroethene degradation",244
"Wtr_A",0.691642007400846,-0.000327155860901144,0.0018077971393076,0.000578958436742888,382.588285135659,-0.56507659296177,6.83175390837406e-06,0.628953984663599,0.1377,-0.2935,0.3193,1,2,"WA","Wtr","A",529804,"W","Wtr",NA,"cspA","Stress","Cold shock",34
"AcanQuad_1",0.942888123906357,-0.153532553493491,0.182910558831388,0.0551496085307218,5.15491358142719,-2.78392825595422,0.0141543634318597,0.0687653531865275,0.7209,0.6279,7.7503,1,3,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","ctsR","Stress","Protein stress",139
"ArioFeli_2",0.388429171075234,0.0963654868397219,0.567431506748185,0.207196690723417,0.684539308191096,0.465091824117781,0.564314053651832,0.687591089408844,0.0976,-0.3536,0.2163,1,2,"16","ArioFeli","F",529804,"F","F2","Siluriform","ctsR","Stress","Protein stress",139
"ChaeFabe_1",0.801128229114322,-0.0892075579592631,0.314883377545497,0.100843387820541,2.54420616089386,-0.884614845725084,0.125954419006173,0.469685809905408,0.2812,-0.0782,0.7825,1,2,"8","ChaeFabe","F",529804,"F","F3","Perciform","ctsR","Stress","Protein stress",139
"ChilShoe_1",0.835302008337865,-0.0983254721534081,0.265806985127811,0.0801438214840479,3.14251338404902,-1.22686278658398,0.0515630865986472,0.307376855189671,0.3341,0.1121,1.5052,1,3,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","ctsR","Stress","Protein stress",139
"GimnMicr_1",0.662929330520045,-0.0642892422839324,0.179509316653627,0.0541240954284706,3.69300793339436,-1.18781185671539,0.0344445632013771,0.320379528575379,0.3199,0.0932,1.4109,1,3,"18","GimnMicr","F",529810,"F","F6","Rajiform","ctsR","Stress","Protein stress",139
